GTIN-14,Brand Name,Name,Size,Ingredients,Serving Size,Servings Per Container,Calories,Fat Calories,Fat (g),Saturated Fat (g),Trans Fat (g),Polyunsaturated Fat (g),Monounsaturated Fat (g),Cholesterol (mg),Sodium (mg),Potassium (mg),Carbohydrate (g),Fiber (g),Sugars (g),Protein (g),Author,Format,Publisher,Pages,Alcohol By Volume,Images
00037000062219,Crest,Pro-Health Clean Mint Toothpaste,6 oz,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/35db6fa7-6807-4c4e-84d0-a627bb909a00.jpg, https://d2b9vdin3yve6y.cloudfront.net/d8d4792d-eb59-4030-a437-419e8527e40e.jpg"
00035000896506,Colgate,Triple Action Soft Toothbrush,1 ct,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/5f4861c1-aa07-4e80-942e-76d67f0b69e7.jpg, https://d2b9vdin3yve6y.cloudfront.net/656c2b2f-bb90-43ea-9c7a-75593e9dca9e.jpg, https://d2b9vdin3yve6y.cloudfront.net/8b361e26-2574-42b7-96e9-3e5e49a1e06e.jpg"
00011509211323,,Aqua Velva Classic Ice Blue Cooling After Shave,3.5 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00072140813529,,Nivea For Men Moisturizing Face Wash,5 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00041167066232,Gold Bond,Ultimate Softening Skin Therapy Cream Shea Butter,5.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00019045105397,Curel,Ultra Healing Lotion,2.5 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00049022428553,,Walgreen's Instant Hand Sanitizer,2 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00021428951453,,Petaluma Farms Jumbo Grade A Eggs,12 ct,,1 egg,12,90,,6.0,2.0,0.0,,,235,90,,0,,,8,,,,,,""
00000000915908,Trader Joe's,Low Sodium Minestrone Soup,10.75 oz,,1 can,1,200,,4.0,0.5,0.0,,,0,140,,37,5,6,7,,,,,,""
00017000026701,,Dial Spring Water Hand Soap,7.5 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00011110881786,Ralphs,Nice 'n Elegant Spoons,24 ct,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/ac1b8a4e-cffe-41dc-9383-460d664df987.jpg, https://d2b9vdin3yve6y.cloudfront.net/2aef98ff-620c-410e-957b-6130be902f93.jpg"
00692991701921,,Spicy World Tellicherry Pepper,16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00043000950654,Crystal Light,Natural Lemonade,3.2 oz,,1/8 packet,48,5,,0.0,,,,,,35,,0,,0,0,,,,,,""
00037000201786,,Crest 3D Whitestrips Professional Effects,20 treatments,,,,,,,,,,,,,,,,,,,,,,,""
00610290249456,,Expressions from Hallmark Card,,,,,,,,,,,,,,,,,,,,,,,,""
00013051323820,,Green Mini Handlebar Moustache,,,,,,,,,,,,,,,,,,,,,,,,""
00084114032409,Kettle,Brand Krinkle Cut Potato Chips,14 Oz,,,,,,,,,,,,,,,,,,,,,,,""
00073950278195,,Waterpik Ultra Water Flosser,7 x 9 x 6 inches ; 1 pounds,,,,,,,,,,,,,,,,,,,,,,,""
00016000275645,,Cheerios,14 oz,,1 cup,About 14,100,,2.0,0.0,0.0,,,0,190,,20,3,1,3,,,,,,""
00011194246044,S&W,Asparagus Spears,15 oz,,1/2 cup,About 3.5,20,,0.0,0.0,0.0,,,0,365,,3,1,0,2,,,,,,""
00011194282172,S&W,Baby Carrots,14.5 oz,,1/2 cup,About 3.5,35,,0.0,0.0,0.0,,,0,300,,8,3,5,0,,,,,,""
00073854008089,,Bicycle Rider Back Playing Cards,,,,,,,,,,,,,,,,,,,,,,,,""
09780470878408,,The Big Book Of Slow Cooker Casseroles & More,,,,,,,,,,,,,,,,,,,Betty Crocker,Paperback,"Wiley Publishing, Inc.",312,,""
00018200003325,superior light beer,Michelob Ultra,12 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00885911280037,,BLACK & DECKER 4-Volt Max GYRO Motion Controlled Rechargeable Screwdriver,,,,,,,,,,,,,,,,,,,,,,,,""
09781848000698,,The Algorithm Design Manual 2e,,,,,,,,,,,,,,,,,,,Steven S. Skiena,Hardcover,Springer Verlag,730,,""
00732913228201,,Seventh Generation Natural Hand Wash Fresh Citrus,12 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00092325333369,Annie's,Natural Goddess Dress,8 fl oz,"Expeller pressed vegetable oil (canola, soy, and/or sunflower), water, tahini, apple cider vinegar, soy sauce (water, soybeans, wheat, salt), lemon juice, concentrate, sea salt, garlic, toasted sesame seeds, parsley, chives, xanthan gum, rice extract.",2 tbsp,About 8,120,,12.0,1.0,,,,,320,,2,,,1,,,,,,""
00092325333352,Annie's,Shiitake Sesame Vinaigrette,8 fl oz,,2 tbsp,About 8,120,,13.0,1.0,,,,,260,,1,,,0,,,,,,""
00092325333208,Annie's,Tuscany Italian Dressing,8 fl oz,,2 tbsp,About 8,100,,9.0,0.5,,,,,250,,3,,2,0,,,,,,""
00092325333499,Annie's,Natural Woodstock Dressing,8 fl oz,,2 tbsp,About 8,100,,10.0,1.0,,,,,310,,2,1,,1,,,,,,""
00092325333482,Annie's,Natural Artichoke Parmesan Dressing,8 fl oz,,2 tbsp,About 8,90,,9.0,1.5,,,,5,290,,1,,,1,,,,,,""
00092325333017,Annie's,Natural Lite Goddess Dressing,8 fl oz,,2 tbsp,About 8,60,,6.0,0.5,,,,,240,,2,,,1,,,,,,""
00092325333383,Annie's,Natural Cowgirl Ranch Dressing,8 fl oz,"WATER, EXPELLER PRESSED VEGETABLE OIL (CANOLA AND/OR SUNFLOWER), APPLE CIDER VINEGAR, BUTTERMILK, CANE SUGAR, SEA SALT, WHOLE EGG, ONION, GARLIC, CHIVES, XANTHAN GUM, PARSLEY.",2 tbsp,About 8,110,,11.0,1.0,,,,10,240,,3,,2,1,,,,,,""
00092325333321,Annie's,Natural Balsamic Vinaigrette,8 fl oz,"WATER, EXPELLER PRESSED VEGETABLE OIL (CANOLA AND/OR SUNFLOWER), BALSAMIC VINEGAR, HONEY, STONE GROUND MUSTARD (DISTILLED WHITE VINEGAR, WATER, MUSTARD SEED, SEA SALT, ALLSPICE, CINNAMON), SEA SALT, XANTHAN GUM.",2 tbsp,About 8,100,,10.0,1.0,,,,,55,,2,,2,0,,,,,,""
00011194335977,S&W,Candied Yams,16 oz,"Yams (sweet potatoes), water, corn syrup, sugar, brown sugar, modified corn starch, salt, cinnamon, nutmeg.",1/2 cup,About 3,170,,0.0,0.0,0.0,,,0,360,,46,4,21,2,,,,,,""
00011194296452,S&W,Cream Style Corn,14.75 oz,"Corn, water, modified food starch, sugar, salt (for flavor).",1/2 cup,About 3.5,60,,0.5,0.0,0.0,,,0,360,,14,2,7,1,,,,,,""
00011194360535,S&W,Cut Green & Wax Beans,14.5 oz,"Green beans, wax beans, water, salt.",1/2 cup,About 3.5,20,,0.0,0.0,0.0,,,0,390,,4,2,2,1,,,,,,""
00011194350482,S&W,Cut Green Beans,14.5 oz,"Green beans, water, salt (for flavor).",1/2 cup,About 3.5,20,,0.0,0.0,0.0,,,0,390,,4,2,2,1,,,,,,""
00011194359317,S&W,Cut Wax Beans,14.5 oz,"Wax beans, water, salt (for flavor).",1/2 cup,About 3.5,20,,0.0,0.0,0.0,,,0,360,,4,2,2,1,,,,,,""
00011194350710,S&W,Dilled Green Beans,,"Green beans, water, distilled vinegar, sugar, salt, spices, polysorbate 80.",1 oz,About 7,20,,0.0,0.0,0.0,,,0,125,,5,1,3,0,,,,,,""
00011194272500,S&W,Julienne Beets,15 oz,"Beets, water, sugar, salt.",1/2 cup,About 3.5,35,,0.0,0.0,0.0,,,0,290,,8,2,5,1,,,,,,""
00011194290580,S&W,Julienne Carrots,14.5 oz,"Carrots, water, salt, calcium chloride.",1/2 cup,About 3.5,35,,0.0,0.0,0.0,,,0,300,,8,3,5,0,,,,,,""
00011194345204,S&W,Leaf Spinach,13.5 oz,"Spinach, water, salt.",1/2 cup,About 3.5,30,,0.0,0.0,0.0,,,0,360,,4,2,0,2,,,,,,""
00011194361587,S&W,Mixed Vegetables,15 oz,"Water, carrots, potatoes, celery, peas, green beans, corn, lima beans, salt, onion juice, calcium chloride.",1/2 cup,About 3.5,45,,0.0,0.0,0.0,,,0,360,,10,2,3,2,,,,,,""
00011194336882,S&W,New Potatoes,14.5 oz,"Potatoes, water, salt (for flavor), calcium chloride.",Approx. 2 medium potatoes with liquid (158g),About 2.5,60,,0.0,0.0,0.0,,,0,360,,13,2,0,1,,,,,,""
00011194278540,S&W,Party Sliced Beets,15 oz,"Beets, water, sugar, red wine vinegar, salt, spices.",1 oz (28 g),About 9,15,,0.0,0.0,0.0,,,0,50,,4,1,4,0,,,,,,""
00011194327552,S&W,Peas & Carrots,14.5 oz,"Peas, water, carrots, sugar, salt (for flavor).",1/2 cup,About 3,60,,0.0,0.0,0.0,,,0,360,,11,2,4,2,,,,,,""
00011194327859,S&W,Peas & Pearl Onions,15 oz,"Peas, water, pearl onions, sugar, salt.",1/2 cup (123 g),About 3.5,40,,0.0,0.0,0.0,,,0,530,,11,3,1,3,,,,,,""
00011194317409,S&W,Petit Pois Peas,15 oz,"Peas, water, sugar, salt (for flavor).",1/2 cup (125 g),About 3.5,60,,0.0,0.0,0.0,,,0,360,,10,4,5,3,,,,,,""
00011194340414,S&W,Sauerkraut,14.5 oz,"Sauerkraut, water, salt.",2 tbsp,About 14,0,,0.0,0.0,0.0,,,0,180,,1,1,0,0,,,,,,""
00011194265915,S&W,Sliced Beets,15 oz,"Beets, water, sugar, salt.",1/2 cup (123 g),About 3.5,35,,0.0,0.0,0.0,,,0,290,,8,2,5,1,,,,,,""
00011194284565,S&W,Sliced Carrots,14.5 oz,"Carrots, water, salt, calcium chloride.",1/2 cup (123 g),About 3.5,35,,0.0,0.0,0.0,,,0,300,,8,3,5,0,,,,,,""
00011194276720,S&W,Sliced Pickled Beets,15 oz,"Beets, water, sugar, red wine vinegar, salt, spices.",1 oz (28 g),About 9,15,,0.0,0.0,0.0,,,0,50,,4,1,4,0,,,,,,""
00011194303327,S&W,Sweet 'N Crisp Corn,11 oz,"Corn, water, salt (for flavor).",1/2 cup (105 g),About 3,70,,1.0,0.0,0.0,,,0,270,,13,3,4,2,,,,,,""
00011194348199,S&W,Whole Green Beans,14.5 oz,"Green beans, water, salt (for flavor).",1/2 cup (121 g),About 3.5,20,,0.0,0.0,0.0,,,0,390,,4,2,2,1,,,,,,""
00011194301224,S&W,Whole Kernel Corn,15.25 oz,"Corn, water, salt (for flavor).",1/2 cup (125 g),About 3.5,60,,1.0,0.0,0.0,,,0,360,,11,3,7,2,,,,,,""
00032000000407,Alhambra,Purified Water,16.9 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00748927028614,,Optimum Nutrition 100% Whey Gold Standard Protein Powder Double Rich Chocolate,2 lb,,1 rounded scoop,29,120,,1.0,0.5,0.0,,,30,130,,3,,1,24,,,,,,""
00300410605520,,Oral-B Complete Satin Floss Mint,50 m,,,,,,,,,,,,,,,,,,,,,,,""
00722252101204,Clif Bar,Crunchy Peanut Butter,2.4 oz,,1 bar,1,240,,6.0,1.0,0.0,,,0,240,,40,4,21,11,,,,,,""
00300450910608,,Lactaid Fast Act Lactase Enzyme Supplement,60 caplets,,,,,,,,,,,,,,,,,,,,,,,""
00052100071398,McCormick,California Style Garlic Powder With Parsley,3 oz,"Garlic, sunflower oil, and parsley.",,,,,,,,,,,,,,,,,,,,,,""
00012546312554,,Dentyne Ice Peppermint Sugar Free Gum,16 pieces,,2 pieces,8,5,,0.0,,,,,,0,,2,,0,0,,,,,,""
00079893465005,,O Organics 100% Organic Honey,16 oz,100% organic honey,1 tbsp,22,60,,0.0,,,,,,0,,17,,16,0,,,,,,""
00042000118262,Kirkland Signature,Paper Towels,"1 roll, 80 sheets",,,,,,,,,,,,,,,,,,,,,,,""
00032000001404,Alhambra,Purified Water,24 x 16.9 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00041165028874,,Solo Heavyweight Forks,500 ct,,,,,,,,,,,,,,,,,,,,,,,""
00074182260903,,Softsoap Crisp Cucumber And Melon Hand Soap,7.5 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00044800001454,,Sugar In The Raw,24 oz,Turbinado sugar,1 tsp,170,15,,0.0,0.0,0.0,,,,0,,4,,4,0,,,,,,""
00016000275836,,Count Chocula,10.4 oz,,3/4 cup,11,100,,1.5,0.0,0.0,,,0,130,,23,1,9,1,,,,,,""
00081054000321,,Laurier 2009 Pinot Noir,750 ml,,,,,,,,,,,,,,,,,,,,,,,""
00099482429089,,365 Grapeseed Oil,16 fl oz,100% expeller pressed refined grapeseed oil,1 tbsp,About 32,120,,14.0,1.0,0.0,,,0,0,,0,,,0,,,,,,""
00839728000388,,Arrow Creek 2011 Cabernet Sauvignon,750 ml,,,,,,,,,,,,,,,,,,,,,,,""
00722252600141,Clif,Builder's Protein Bar Chocolate,2.4 oz,,1 bar,1,270,,8.0,5.0,0.0,,,0,230,,30,4,20,20,,,,,,""
00722252600424,Clif,Builder's Protein Bar Chocolate 12 Pack,28.8 oz,,1 bar,12,270,,8.0,5.0,0.0,,,0,230,,30,4,20,20,,,,,,""
00808124141636,Mrs. Meyer's Clean Day,Liquid Hand Soap Refill Basil Scent,33 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00081492146544,,interDesign Fabric Shower Curtain,72 in by 72 in,,,,,,,,,,,,,,,,,,,,,,,""
00738678151853,American Crew,Fiber,3 oz,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/03e6f463-dba7-4a2a-b891-742887f10e75.jpg, https://d2b9vdin3yve6y.cloudfront.net/ca190198-a468-4013-88db-c69649cd3736.jpg"
00722252600417,Clif,Builder's 20g Protein Bar Chocolate Peanut Butter,12 Pack,,1 bar,,270,,8.0,5.0,0.0,,,0,310,,30,4,20,20,,,,,,""
00072783000096,,Anchor Christmas Ale,12 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00638489001135,,Dogfish Head Punkin Ale,12 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00638489001104,,Dogfish Head Punkin Ale,4 x 12 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00034000003129,Hershey's,Chocolate Syrup,24 oz,,,,,,,,,,,,,,,,,,,,,,,""
00034000560028,Twizzlers,Strawberry Twists,16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00034000570102,Twizzlers,Extra Long Strawberry Twists,25 oz,,,,,,,,,,,,,,,,,,,,,,,""
00034000560462,Twizzlers,Watermelon Pull 'n' Peel,14 oz,,,,,,,,,,,,,,,,,,,,,,,""
00011110609038,Kroger,Grade AA Large Eggs,12 ct,,1 egg,12,70,,5.0,1.5,0.0,,,185,70,,0,,,6,,,,,,""
00073007107096,Columbus,Lite Italian Dry Salami,5 oz,,1 oz,5,60,,3.0,1.0,0.0,,,30,530,,0,,,8,,,,,,""
00073007100271,Columbus,Oven Roasted Turkey Breast,6 oz,,2 slices,3,60,,0.5,0.0,0.0,,,20,220,,1,0,0,13,,,,,,""
00747599700743,Ghirardelli,Squares Dark Chocolate With Raspberry Filling,.53 oz,,,,,,,,,,,,,,,,,,,,,,,""
00037000296751,Charmin,Ultra Soft Bathroom Tissue,6 jumbo rolls,,,,,,,,,,,,,,,,,,,,,,,""
00071072030509,Alessi,Thin Breadsticks,85g,,,,,,,,,,,,,,,,,,,,,,,""
00071673001113,Stroehmann,White Bread,624g,,,,,,,,,,,,,,,,,,,,,,,""
00009800895250,Ferrero,Nutella Hazelnut Spread,29.5 oz,,2 tbsp. (37 g),about 20,200,110,12.0,4.0,0.0,,,0,15,,21,1,21,2,,,,,,""
00041190048076,Shop Rite,Kettle Popcorn,298 g,,,,,,,,,,,,,,,,,,,,,,,""
00044000033385,Nabisco,Chips Ahoy Chocolate Chip Cookies,516g,,,,,,,,,,,,,,,,,,,,,,,""
00078742082776,Great Value,Chocolate Chunk Chewy Granola Bars,240g,,,,,,,,,,,,,,,,,,,,,,,""
00644209412808,Duncan Hines,French Vanilla Cake Mix,468g,,,,,,,,,,,,,,,,,,,,,,,""
00051500281529,Pillsbury,Vanilla Whipped Supreme Frosting,340g,,,,,,,,,,,,,,,,,,,,,,,""
00016000274464,Betty Crocker,Roasted Garlic Mashed Potatoes,187g,,,,,,,,,,,,,,,,,,,,,,,""
00030000050705,Aunt Jemima,Original Complete Pancake and Waffle Mix,907g,,,,,,,,,,,,,,,,,,,,,,,""
00070920475158,Swiss Miss,Mint Hot Cocoa Mix,170g,,,,,,,,,,,,,,,,,,,,,,,""
00041000215179,Knorr,Pasta Sides Smokehouse Bacon Parmesan,113g,,,,,,,,,,,,,,,,,,,,,,,""
00071300000755,Ronzoni,Rotini,454g,,,,,,,,,,,,,,,,,,,,,,,""
00043000285213,Kraft,Stove Top Chicken Stuffing,170g,,,,,,,,,,,,,,,,,,,,,,,""
00041000022463,Knorr,Pasta Side Chicken,121g,,,,,,,,,,,,,,,,,,,,,,,""
00041331026628,Goya,Yellow Rice,227g,,,,,,,,,,,,,,,,,,,,,,,""
00072486002403,Jiffy,Blueberry Muffin Mix,198g,,,,,,,,,,,,,,,,,,,,,,,""
00075140005154,Crystal Geyser,Alpine Spring Water,1 gal,,,,,,,,,,,,,,,,,,,,,,,""
00051500000656,Smucker's,Goober Strawberry Jelly and Peanut Butter,510g,,,,,,,,,,,,,,,,,,,,,,,""
00016000813397,Betty Crocker,Ultimate Fudge Brownie Mix,511g,,,,,,,,,,,,,,,,,,,,,,,""
00884912129710,Post,Fruity Pebbles Cereal,311g,,,,,,,,,,,,,,,,,,,,,,,""
00085239748206,Market Pantry,Mixed Berry Cereal Bars,10.4 oz,,,,,,,,,,,,,,,,,,,,,,,""
05010003064744,Hovis,Seed Sensations,800g,,,,,,,,,,,,,,,,,,,,,,,""
00038000734441,Kellogg's,Frosted Mini Wheats,18 oz,,,,,,,,,,,,,,,,,,,,,,,""
00888109010058,Hostess,Zingers,3.81 oz,,,,,,,,,,,,,,,,,,,,,,,""
00070847008613,Monster,Rehab,10 x 15.5 fl oz cans,,,,,,,,,,,,,,,,,,,,,,,""
00009800800056,Ferrero,Nutella & Go!,1.8 oz,,,,,,,,,,,,,,,,,,,,,,,""
00013120011504,Ore Ida,Extra Crispy Easy Fries,4.25 oz,,,,,,,,,,,,,,,,,,,,,,,""
00034000502349,Hershey,Twizzlers Twists,12.4 oz,,,,,,,,,,,,,,,,,,,,,,,""
00051000180551,Campbell's,Prego Italian Sauce Heart Smart Traditional,67 oz,,,,,,,,,,,,,,,,,,,,,,,""
00038000576300,Kellogg's,Frosted Mini Wheats Maple Brown Sugar,15.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00043000205518,Jell O,Chocolate Pudding,1.4 oz,,,,,,,,,,,,,,,,,,,,,,,""
00085239024898,Market Pantry,Creamy Peanut Butter,40 oz,,,,,,,,,,,,,,,,,,,,,,,""
00051500016671,Smuckers,Reduced Sugar Jelly   Concord Grape,15.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00038000405006,Kellogg's,Eggo Waffles Chocolate Chip,12.3 oz,,,,,,,,,,,,,,,,,,,,,,,""
00015300440494,Pasta Roni,Parmesan Cheese Flavor,5.1 oz,,,,,,,,,,,,,,,,,,,,,,,""
00048001006430,Skippy,Skippy Creamy,16.3 oz,,,,,,,,,,,,,,,,,,,,,,,""
00018341151015,Barefoot,Cabernet Sauvignon,1.5 L,,,,,,,,,,,,,,,,,,,,,,,""
00048000254559,Chicken Of The Sea,Chunk Light Tuna,5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00021000028092,Kraft,Macaroni And Cheese,7.25 oz,,,,,,,,,,,,,,,,,,,,,,,""
00016000275331,General Mills,Golden Grahams,16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00051500009567,Hungry Jack,Original Syrup,27.6 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00038000570773,Kellogg's,Krave,11 oz,,,,,,,,,,,,,,,,,,,,,,,""
00054100006769,Vlasic,Jalapeno Pepper Slices,12 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00044000031114,Ritz,Crackers,13.7 oz,,,,,,,,,,,,,,,,,,,,,,,""
00049000047561,Coca Cola,Cherry Zero,12 oz,,,,,,,,,,,,,,,,,,,,,,,""
00605388187796,Great Value,Yellow Mustard,24 oz,,,,,,,,,,,,,,,,,,,,,,,""
00070074105840,Similac,Infant Formula,8 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498119232,Chef's Cupboard,Onion Soup Mix,2 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498131562,Stonemill Essentials,Iodized Table Salt,26 oz,,,,,,,,,,,,,,,,,,,,,,,""
00051000204738,Campbell's,Slow Cooker Sauces Apple Bourbon Bbq,12 oz,,,,,,,,,,,,,,,,,,,,,,,""
00073321071783,Super Pretzel,Pretzel Dogs,32.4 oz,,,,,,,,,,,,,,,,,,,,,,,""
00048001905207,Skippy,Extra Crunchy Super Chunk Peanut Butter,64 oz,,,,,,,,,,,,,,,,,,,,,,,""
00611269108026,Red Bull,Energy Drink,33.6 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00030100280910,Town House,Toppers Crackers,13.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00016000263161,Betty Crocker's,Tuna Helper Creamy Broccoli,6.4 oz,,,,,,,,,,,,,,,,,,,,,,,""
00031000196240,Kid Cuisine,Fun Shaped Chicken Breast Nuggets,8 oz,,,,,,,,,,,,,,,,,,,,,,,""
00051000026392,Campbell's,Spaghettios,7.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00014800646085,Hawaiian Punch,Fruit Juicy Red,1 gal,,,,,,,,,,,,,,,,,,,,,,,""
00072250017480,Mi Casa,Corn Tortillas,30 ct,,,,,,,,,,,,,,,,,,,,,,,""
00038000589263,Kellogg's,Jake And The Never Land Pirates,8 oz,,,,,,,,,,,,,,,,,,,,,,,""
00020000163611,Green Giant,Garden Vegetable Medley,8 oz,,,,,,,,,,,,,,,,,,,,,,,""
00064144049653,Chef Boyardee,Mini Pasta Shells & Meatballs,7.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00072092024240,Joy,Ice Cream Cups,3.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00076001349561,Candle Lite,Willow Lane Candle,10 oz,,,,,,,,,,,,,,,,,,,,,,,""
00015000026172,Gerber Nature Select,Squash,6 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498186753,Natures Nectar,Splash Tropical Blend,64 oz,,,,,,,,,,,,,,,,,,,,,,,""
00028400164726,Lay's,Flavored Potato Chips   Barbecue,13.25 oz,,,,,,,,,,,,,,,,,,,,,,,""
00607880143409,Southern Home,Hot Cocoa,20 oz,,,,,,,,,,,,,,,,,,,,,,,""
00012000008412,Pepsi,Diet Pepsi,24 oz,,,,,,,,,,,,,,,,,,,,,,,""
00016000420601,Betty Crocker's,Bisquick,20 oz,,,,,,,,,,,,,,,,,,,,,,,""
00070847814047,Monster,Extra Strength,12 oz,,,,,,,,,,,,,,,,,,,,,,,""
00015000046224,Gerber Graduates,Apple And Sweet Potato,4.23 oz,,,,,,,,,,,,,,,,,,,,,,,""
00021000040056,Kraft,Fresh Take Cheese & Breadcrumb Mix Classic Four Cheese Recipe,6 oz,,,,,,,,,,,,,,,,,,,,,,,""
00016000439894,Nature Valley,Trail Mix Chewy Granola Bar   Fruit & Nut,1.2 oz - 1 bar,,,,,,,,,,,,,,,,,,,,,,,""
00076515001191,Sara Lee,Chocolate Creme Cupcakes,12.7 oz,,,,,,,,,,,,,,,,,,,,,,,""
00036632018359,Dannon,Oikos,5.3 oz,,,,,,,,,,,,,,,,,,,,,,,""
00742158789016,No Name,Pecan Crusted Chicken Breasts,12 oz,,,,,,,,,,,,,,,,,,,,,,,""
00044000004637,Honey Maid,Grahams,14.4 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041143124604,Sun Maid,Raisins,12 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041736001602,Fillipp Berio,Olive Oil,25.3 oz,,,,,,,,,,,,,,,,,,,,,,,""
00028400071222,Smartfood,White Cheddar Cheese Popcorn,5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00044000001759,Nabisco,Nilla Wafers,30 oz,,,,,,,,,,,,,,,,,,,,,,,""
00025000048012,Minute Maid,Premium Orange Juice Kids+,59 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00044700008577,Oscar Mayer,Bologna,16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00079041751288,Great American Steak Company,Bacon Wrapped Filet Of Beef,5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00015100000416,Creamette,Rigatoni,16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00078742369556,Great Vaulue,Tomato Paste,6 oz,,,,,,,,,,,,,,,,,,,,,,,""
00070734000034,Celestial Seasonings,Sleepytime Herbal Tea,20 ct - 1 oz,,,,,,,,,,,,,,,,,,,,,,,""
00016000275171,General Mills,Cookie Crisp,11.25 oz,,,,,,,,,,,,,,,,,,,,,,,""
00039400018803,Bush's Best,Black Beans,15 oz,,,,,,,,,,,,,,,,,,,,,,,""
00607880142167,Southern Home,Honey Roasted Peanuts,16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041258751153,Wyler's,Chicken Flavored Bouillon Cubes,3.25 oz,,,,,,,,,,,,,,,,,,,,,,,""
00045300005492,Peter Pan,Peanut Butter,16.3 oz,,,,,,,,,,,,,,,,,,,,,,,""
00024000162896,Del Monte,Fresh Cut French Style Green Beans,14.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00013409451328,Sweet Baby Ray's,Barbecue Sauce,40 oz,,,,,,,,,,,,,,,,,,,,,,,""
00078742080079,Great Value,Tomato Ketchup,40 oz,,,,,,,,,,,,,,,,,,,,,,,""
00051500241776,Jif,Creamy Peanut Butter,28 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041000022623,Knorr,Rice Sides Cream Chicken,5.7 oz,,,,,,,,,,,,,,,,,,,,,,,""
00077900192463,Jimmy Dean,Original Pork Sausage Patties,9.6 oz,,,,,,,,,,,,,,,,,,,,,,,""
00030000312575,Quaker,Chewy Moonlight Minis,13.8 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041800501274,Welch's,Strawberry Spread,27 oz,,,,,,,,,,,,,,,,,,,,,,,""
00028029127720,Trident Seafoods,Panko Breaded Tilapia,12 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041483036773,Kemp's,Mini Ice Cream Sandwiches,36 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00070753050317,Columbia,Spaghetti,32 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041000210846,Lipton,Mandarin Orange Green Tea,1.2 oz,,,,,,,,,,,,,,,,,,,,,,,""
00085239400548,Market Pantry,Parmesan 100% Grated Cheese,8 oz,,,,,,,,,,,,,,,,,,,,,,,""
00085239024249,Market Pantry,Creamy Peanut Butter,18 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041390020704,Kikkoman,Stir Fry Sauce,12.1 oz,,,,,,,,,,,,,,,,,,,,,,,""
00044000029678,Nabisco,Ritz Peanut Butter Crackerfuls,6 oz,,,,,,,,,,,,,,,,,,,,,,,""
00025500201887,Folgers,Classic Roast Instant Coffee,0.49 oz,,,,,,,,,,,,,,,,,,,,,,,""
00044000029685,Nabisco,Ritz Peanut Butter & Chocolate Crackerfuls,6 oz,,,,,,,,,,,,,,,,,,,,,,,""
